x1 x2 x3 x4 L
597 -685 442 -829 0
-980 -245 -965 -958 0
-970 251 749 135 0
-556 275 -707 -437 0
-721 -947 -776 -71 0
462 472 140 -943 1
684 -21 -25 233 1
210 -883 267 -655 0
-921 -292 160 589 0
495 -358 701 -442 1
881 -828 -950 189 0
-809 -274 750 -819 0
179 667 -545 162 1
-663 -515 -738 -449 0
589 920 923 651 1
-345 918 -508 -408 0
743 152 -712 536 1
-349 -813 496 -205 0
-695 -565 -983 246 0
875 708 -13 -627 1
-156 738 -31 161 1
261 148 764 -625 1
-621 -335 436 -789 0
-37 -393 -402 5 0
-139 -8 -136 62 0
-459 74 135 694 1
-383 -474 -641 -963 0
-868 641 595 -980 0
175 -216 332 558 1
-482 560 307 -657 0
-190 414 -331 669 1
488 133 351 24 1
-302 354 836 -106 1
-929 453 443 793 1
-608 -717 899 565 0
509 830 39 67 1
-189 -429 -476 -732 0
962 812 238 -577 1
-520 200 -196 575 0
731 -946 154 930 1
-851 495 -195 -239 0
436 694 -709 -245 1
-468 -247 -386 775 0
203 872 -272 -713 1
-232 40 -210 -957 0
-10 106 394 918 1
822 -367 857 -962 1
830 107 -638 333 1
691 -557 294 234 1
773 326 -244 393 1
589 149 713 -535 1
-983 -83 -291 -983 0
923 827 975 -90 1
-629 -444 -196 28 0
-166 144 131 -445 0
-491 -930 570 501 0
567 -678 -275 385 1
-902 -831 316 -583 0
-943 729 -950 48 0
-238 -173 892 792 1
475 634 344 -354 1
860 -847 54 -721 0
-507 -663 374 955 0
-174 994 319 150 1
246 -1 -850 -724 0
462 692 -571 -301 1
598 -3 200 509 1
-165 -629 145 2 0
781 -217 108 31 1
137 -526 998 513 1
176 -758 -928 -882 0
-51 -984 -814 -361 0
224 -812 -284 -965 0
-67 609 435 -295 1
340 -347 -714 -331 0
-812 814 -882 726 0
-169 -60 -424 768 0
-371 304 -193 -190 0
-56 258 -56 -506 0
634 -65 -726 502 1
-731 -115 661 51 0
-821 -336 -133 -465 0
-630 336 -529 254 0
-854 701 -215 464 0
452 529 678 -118 1
659 336 -176 768 1
-427 223 -133 480 0
414 62 591 673 1
-317 -226 951 -170 1
734 -85 68 579 1
-689 438 775 662 1
-482 -759 670 -600 0
382 -554 203 227 1
-168 277 411 754 1
549 -921 -490 54 0
871 521 548 -361 1
-651 -446 -311 -730 0
-613 82 -695 -862 0
-431 208 786 -24 1
91 37 159 -245 1
903 767 552 565 1
94 -519 589 -138 1
67 -871 -608 945 0
470 511 251 -941 1
-355 -338 275 843 1
-236 413 -118 742 1
-132 -83 300 -99 0
406 875 -218 -442 1
-925 -954 -865 669 0
938 -212 416 297 1
-175 -709 -563 20 0
-137 -136 42 120 0
-551 764 663 -436 1
-813 -176 681 -705 0
-21 823 -318 -97 1
-138 348 -934 851 0
985 -962 -872 526 0
548 403 717 -58 1
313 -271 703 -254 1
494 132 -731 799 1
665 442 -469 -417 1
-338 -457 186 63 0
-268 -351 118 927 1
-721 -385 -365 570 0
-450 -671 735 -900 0
815 -900 408 -829 0
960 510 980 574 1
358 257 -251 189 1
331 -414 -808 -266 0
969 943 750 101 1
-971 693 693 -374 0
-163 595 -597 -616 0
-103 -249 237 571 1
879 260 390 -271 1
726 820 494 421 1
796 -187 626 -128 1
567 -397 67 -950 0
21 164 961 -14 1
-794 978 468 279 1
-946 -663 618 367 0
-226 340 -715 -684 0
-132 -444 -186 42 0
883 826 -385 468 1
-71 -614 -673 241 0
728 502 -844 810 1
-89 -911 435 -651 0
-333 -890 789 31 0
-639 -318 -196 -406 0
-199 93 852 -11 1
-537 -522 -282 95 0
-663 158 768 -1000 0
-747 -766 -241 498 0
-221 848 544 -268 1
-362 -181 271 617 1
-835 -964 318 764 0
-421 216 285 -83 0
332 -46 868 747 1
-830 -610 -1000 -912 0
36 -945 -681 595 0
396 738 -454 -914 1
714 -687 614 824 1
243 -41 -208 823 1
100 -677 -142 -952 0
-657 -174 472 -222 0
309 -327 511 -77 1
-467 374 871 913 1
-503 224 511 -849 0
443 -690 -753 -565 0
-54 304 306 564 1
-922 998 -877 492 0
-58 830 475 -89 1
-721 -516 -746 213 0
240 -23 -138 169 1
-686 -322 459 -920 0
-953 802 413 218 1
-218 -259 332 472 1
565 940 -35 -741 1
12 994 -538 285 1
-594 91 -220 -124 0
536 -840 -962 660 0
-804 -16 758 -116 0
-704 -874 -932 -94 0
756 -203 -344 -532 1
40 -541 876 161 1
685 -362 106 -922 0
399 975 51 -361 1
449 523 481 315 1
983 527 -917 850 1
-990 589 728 -338 0
-573 918 -32 -797 0
117 692 716 -872 1
985 -919 36 68 1
715 -261 897 -734 1
785 724 641 196 1
683 85 458 466 1
653 852 -110 132 1
-597 766 -799 805 0
-410 -163 267 517 0
-757 265 -814 652 0
747 -317 148 121 1
-196 388 763 -116 1
-330 208 272 536 1
-75 -237 395 641 1
-647 -477 -183 578 0
285 -607 -589 710 0
-829 551 471 955 1
34 927 550 -408 1
-837 162 -508 158 0
-461 -247 -761 -242 0
942 247 74 -860 1
151 465 314 880 1
-702 486 520 744 1
646 -311 684 -335 1
-216 -758 -826 -296 0
-503 -147 384 436 0
-547 376 -156 -524 0
226 272 994 275 1
338 946 463 -868 1
-237 733 108 220 1
-470 436 128 -45 0
884 345 538 -395 1
-825 386 344 -673 0
393 221 -589 -38 1
-40 412 -157 706 1
439 500 108 192 1
-227 124 -549 -465 0
-843 908 885 -710 1
751 -811 -962 459 0
515 591 632 351 1
104 384 -207 454 1
-695 -824 934 -932 0
-42 -868 179 -747 0
-60 92 158 -62 1
531 -848 336 332 1
-441 840 -113 183 1
560 -788 775 517 1
126 -562 -868 -578 0
0 466 -685 437 1
146 86 636 411 1
922 -103 -822 422 1
15 254 -843 -259 0
469 688 687 -528 1
832 924 934 -680 1
819 154 -62 652 1
499 359 -529 -85 1
219 897 -592 385 1
142 -962 388 -605 0
-872 -951 -635 137 0
824 -522 -99 149 1
266 533 206 -1000 1
-814 -973 587 514 0
-110 982 646 853 1
387 630 -412 979 1
574 454 -713 -242 1
-822 -451 831 -892 0
139 502 393 -104 1
713 664 -643 -503 1
15 212 131 562 1
764 -895 -40 583 1
-436 -964 -785 -767 0
81 123 -590 79 0
-175 -534 -339 902 0
20 789 406 477 1
-389 -946 108 173 0
620 651 448 -625 1
-474 -931 -256 682 0
698 560 -30 -218 1
226 -729 687 897 1
-167 -298 567 920 1
580 718 91 345 1
270 -640 -491 320 0
-365 560 -905 51 0
-450 329 747 -78 1
164 -659 -175 943 1
-575 697 180 964 1
-274 -925 27 774 0
410 -309 883 -258 1
-510 274 763 879 1
602 89 472 14 1
272 -50 -380 -297 0
764 -719 949 889 1
-782 -945 -798 942 0
269 -805 -516 523 0
448 -256 -249 342 1
562 718 716 -873 1
-919 -108 769 -321 0
467 -63 -475 -302 0
-812 993 845 925 1
883 118 625 -901 1
-553 209 648 698 1
-33 391 949 -185 1
-316 -510 -588 -487 0
-238 -872 969 -224 0
481 323 -68 -268 1
245 -712 392 655 1
-360 83 -31 -958 0
24 326 312 -747 1
-13 189 642 148 1
-131 943 -512 -724 0
160 705 422 472 1
-408 -24 -565 295 0
-605 -568 -93 -165 0
378 592 654 475 1
-668 876 442 -187 1
679 -983 -28 -686 0
47 101 -645 487 0
-711 337 97 223 0
-307 -500 -711 -200 0
-985 -229 307 -835 0
-122 -695 71 -879 0
6 -781 521 753 1
-765 282 -50 547 0
906 260 804 -798 1
131 -793 -168 -285 0
35 -473 959 -918 0
-50 -427 -688 -888 0
388 -761 -568 -758 0
786 823 600 272 1
571 482 873 -266 1
-709 -954 114 895 0
-654 -668 -579 -149 0
-418 -910 -434 -933 0
-334 922 321 -420 1
771 866 651 -133 1
-457 -288 -706 -213 0
-344 363 -901 807 0
344 -249 468 606 1
294 19 -834 -214 0
332 -522 817 -653 1
-831 900 -686 318 0
659 200 -17 -959 1
512 462 748 -669 1
755 877 409 -95 1
110 -758 -604 -775 0
-824 -307 774 -163 0
592 -45 -396 -203 1
154 405 54 -710 1
594 -759 -668 621 0
996 -920 -401 738 1
